text_title,address,text,file_name,file_type,unused,translation,credit,notes
gText_ApprenticePleaseTeach0,82B7229,"Are you… {PLAYER}?\n
Oh! Sniff…sob…\p
Oh! S-sorry…\n
I'm so nervous, I can't help crying…\p
I'm {STR_VAR_1}, and I really look up\n
to you, {PLAYER}.\p
I… I had this dream of one day meeting\n
you and asking you about POKéMON.\p
Please, please, {PLAYER}!\n
Please teach me about POKéMON!$
",data\text\apprentice.inc,inc_file,False,"σὺ εἶ… {PLAYER};\n
ἆ! ",Shawn Duan,check if Apprentices are male/female
gText_ApprenticeRejectTeaching0,82B731C,"Oh… B-but…\n
Snivel… Waaaaaaah!\p
Please!\n
I'm begging you, please!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode0,82B735B,"Oh, really? You will?\n
Awesome! Wicked! Awoooh!\p
Oh… I'm sorry…\n
I'm so happy, I'm crying…\p
Um… Then please tell me!\n
It's about the BATTLE TOWER.\p
Which would be better for me: Level 50\n
or the Open Level?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks0,82B7423,"{STR_VAR_1}?\n
Waaaaah!\p
Oh! I'm so sorry!\n
You've made me happy by choosing\l
the level for me, and it's made me cry…\p
Snivel…\n
Thank you so much!\l
Please talk with me again!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach1,82B74C1,"Wowee! You're {PLAYER}, aren't you?\n
You're awesomely strong, aren't you?\p
I'm {STR_VAR_1}!\n
I just became a TRAINER!\p
Please, {PLAYER}!\n
Can you be my teacher and tell me\l
lots about being a TRAINER?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching1,82B756F,"Aww, why?\n
Oh, please? Pretty please?\l
Please be my teacher, please!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode1,82B75B2,"Yay! Great!\p
The first thing I wanted to ask you is\n
about the BATTLE TOWER!\p
The Level 50 and Open Level Rooms…\n
Which would be perfect for me?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks1,82B763F,"{STR_VAR_1}, huh? That's true!\n
I'll do my best there!\p
If we meet here again, please teach\n
me something else, teacher!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach2,82B76AC,"Um… Are you {PLAYER}?\n
My name is {STR_VAR_1}.\p
I want to become a POKéMON TRAINER,\n
but I don't know what to do…\p
So I thought maybe I could ask you for\n
advice because you're so famous.\p
{PLAYER}, could you give me advice?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching2,82B7772,"Oh, but…\p
I sincerely want to become a POKéMON\n
TRAINER!\p
Please, can you answer my questions?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode2,82B77CE,"Thank you!\n
Here's my first question right away!\p
The BATTLE TOWER has two levels,\n
Level 50 and Open Level, right?\p
Which level do you think is more\n
suitable for me?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks2,82B7871,"Oh, the {STR_VAR_1} challenge?\n
Understood!\p
If I have another question, I'll come\n
back here for your advice!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach3,82B78D4,"Oh? Huh? You're…\n
No, that can't be true.\p
There isn't any way that someone\n
like me could meet {PLAYER}.\p
…You really are {PLAYER}?\n
I can't believe I'm talking to you!\p
When something this good happens,\n
only terrible things will happen to me\l
now, I just know it…\p
…I'm sorry…\n
I'm… {STR_VAR_1}…\p
There isn't anything special about\n
me that I can be proud of…\p
I shouldn't even say anything about\n
myself because you'll forget…\p
I had this dream that if I ever met\n
you, {PLAYER}, that maybe I could ask\l
you for advice as a TRAINER.\p
But I don't think you would agree\n
to that.\p
…Or will you be so kind as to give\n
me advice?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching3,82B7B1A,"I knew it…\p
It had to happen because I'm such\n
a really boring nobody…\p
But I thought just maybe…\n
You won't reconsider, will you?\p
But I can't give up just like that.\n
I'll ask you while I'm still lucky!\p
Please, will you be so kind as to give\n
me advice?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode3,82B7C13,"Really? I can't believe it!\n
I can't believe you'll advise me!\l
I… I'm so happy…\p
What I want to ask you is really\n
trivial, but I can't decide…\p
At the BATTLE TOWER, they let you\n
choose Level 50 or Open Level.\p
Which course do you think even I may\n
have a chance at?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks3,82B7D18,"{STR_VAR_1}? Okay!\n
But do you really think someone like\l
me would have a chance?\p
I'll do my best, even though I don't\n
think it will work.\p
Thank you very much for spending\n
time with someone like me.$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach4,82B7DD4,"Oh! You're {PLAYER}{KUN}, aren't you?\p
I've heard that you're tough at\n
POKéMON!\p
I'm {STR_VAR_1}!\n
I'll be your friend!\p
Did you know?\p
You can't win at the BATTLE FRONTIER\n
if all you know is what they teach at\l
the TRAINER'S SCHOOL.\p
I'm willing to listen to your advice.\n
You'll agree, of course?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching4,82B7EE5,"Huh? Why are you refusing me?\n
It's me who's asking you!\l
You have to reconsider!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode4,82B7F35,"Okay, so there is this something.\n
I want you to decide it for me.\p
You know that the BATTLE TOWER has\n
Level 50 and Open Level Rooms?\p
Which do you think would be good\n
for me, {PLAYER}{KUN}?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks4,82B7FE8,"Okay, {STR_VAR_1} is suitable for me?\n
Thank you!\p
Knowing that you made the decision,\n
{PLAYER}{KUN}, I won't be so upset if\l
I lose.\p
Okay, I'll look to you for advice again.\n
Bye!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach5,82B8087,"Oh, hi, there! {PLAYER}{KUN}!\n
I know you because you're famous!\l
Call me {STR_VAR_1}! Glad to meet you!\p
I'm a TRIATHLETE, so I keep myself\n
fit even while I raise POKéMON.\p
I'm also involved with other things\n
like work, napping, ballroom dancing…\p
Being this busy, it's not so easy for\n
me to become a decent TRAINER.\p
So, I have a proposition!\p
There must be a reason why we met.\n
So, {PLAYER}{KUN}, how about sharing your\l
wisdom with me every so often?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching5,82B822B,"Oh, but, please?\n
A guy like me needs someone like\l
you, {PLAYER}{KUN}!\p
Honestly, I need your advice!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode5,82B8286,"Thank you! That's more like it!\n
So, let's start with an easy one!\p
You know about the BATTLE TOWER's\n
two courses, right?\l
You know, Level 50 and Open Level.\p
Me being a busy guy, which one should\n
I gear up for?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks5,82B8356,"{STR_VAR_1}, huh? Okay, gotcha.\n
I'll find time somehow and give it a go!\p
…Whoops, I'd better go to work!\n
Thanks! See you around!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach6,82B83CE,"No way! Uh-uh!\n
Are you maybe the real {PLAYER}?\p
A-hah! Awesome! I'm {STR_VAR_1},\n
so pleased to meet you!\p
{PLAYER}, you're very strong,\n
aren't you?\p
Everyone's talking about you!\p
Oh! I just had this great idea!\n
I'll get advice off you, {PLAYER}!\l
I'm sure it will make me tougher!\p
Isn't it a great idea?\n
Please, I want your advice!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching6,82B84FC,"Ahahaha, you can pretend to be mean,\n
but you can't fool me!\l
You really mean okay, don't you?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode6,82B8559,"Yay! I knew you'd have a big heart,\n
{PLAYER}!\p
What should I ask you first?\n
…Oh, I thought of something!\p
Drum roll, please!\n
The question I have is…\p
If I were to take a BATTLE TOWER\n
challenge, which way should I go?\p
Level 50 or Open Level?\n
Which suits me more?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks6,82B8656,"Oh-oh-oh!\n
{STR_VAR_1}, you say!\l
Thank you for a totally cool reply!\p
I guess that's about all I wanted\n
to ask you today.\p
Let's meet here again, okay?\n
Thanks!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach7,82B86EA,"I beg your pardon, but…\n
Are you {PLAYER}?\p
I'm {STR_VAR_1}, and I am delighted to\n
make your acquaintance.\p
I have long been an admirer\n
of yours…\p
… … … … … …\p
Um… I hope you don't find this\n
request too much of a burden, but…\p
May I become your apprentice,\n
{PLAYER}?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching7,82B87DA,"Oh…!\p
… … … … … …\n
… … … … … …\p
…I must have fainted from shock.\n
I'm sorry, I must have misheard you.\p
Please! Please say that you will\n
accept me as your apprentice!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode7,82B887C,"Oh… I'm delighted!\p
I don't wish to waste your time,\n
so please advise me on this.\p
I plan to take a BATTLE TOWER\n
challenge soon.\p
However, there are two levels…\p
Which would be most suitable for me?\n
Level 50 or Open Level?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks7,82B8957,"{STR_VAR_1} is your choice!\n
I see. I will do my best!\p
Thank you, {PLAYER}.\n
I hope I can count on you again.\l
Please take care!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach8,82B89C6,"Eek! Eek! {PLAYER}!\n
You spoke to me!\l
I… I'm overjoyed!\p
Me! My name is {STR_VAR_1}!\n
I just became a TRAINER!\p
I'm delighted I met you, {PLAYER},\n
the big name in POKéMON circles!\p
Oh-oh-oh, I know!\n
May I ask a huge favor, {PLAYER}?\p
Please take me in as your apprentice!\n
I want to learn from you!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching8,82B8ACF,"Waaaah!\n
{PLAYER} turned me down…\l
It… It's an invaluable experience!\p
{PLAYER}, please! I want to hear\n
an affirmative answer this time!\p
I beg you for your guidance!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode8,82B8B66,"Hieeeeh! {PLAYER} said yes!\n
{PLAYER} said yes!\p
I won't be able to sleep tonight…\n
Thank you ever so much!\p
Then, here's my question!\p
At the BATTLE TOWER, what is right\n
for me, Level 50 or Open Level?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks8,82B8C20,"{STR_VAR_1}! Perfectly understood!\n
I understand perfectly!\l
I'm deliriously delighted!\p
I hope you'll be willing to teach me\n
some more another time.$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach9,82B8CAA,"Whoa! Could you be…\n
Might you be… {PLAYER}{KUN}?!\l
That strong and famous TRAINER?\l
Well, hello, aren't I just the luckiest!\p
Hello, the name's {STR_VAR_1}!\p
I've been on the lookout for\n
a POKéMON teacher.\p
And with impeccably good timing,\n
along came you, {PLAYER}{KUN}!\p
So, there you have it, {PLAYER}{KUN}!\n
Let me apprentice under you!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching9,82B8DD3,"Gwaaaah!\n
You're quite cool and tough…\p
Don't be that way, please.\n
I'm asking you!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode9,82B8E24,"Oh, yeah! That's a solid reply!\n
Excellent, I might add!\p
So how about a first piece of advice\n
on the BATTLE TOWER?\p
If I were to go, what would be better?\n
Level 50 or Open Level?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks9,82B8ED5,"Uh-huh, {STR_VAR_1} it is!\n
OK, A-OK!\l
I'll go show my mettle, like, jam!\p
All right, I'll look to you as my mentor!\n
Adios!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach10,82B8F45,"Oh, hey, {PLAYER}{KUN}, right?\n
The police were looking for you!\p
… … …\n
Of course I'm lying!\p
Me, I'm {STR_VAR_1}. Despite the way\n
I look, I'm the POKéMON CHAMPION!\l
…That's a lie, too!\p
This is no lie, though.\n
I'm not very good at battling.\p
So, how about you becoming my master\n
about all things POKéMON?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching10,82B905F,"If you're going to act cold like that,\n
I'll show you what I'll do!\p
Waaah! Waaah! Waaah!\n
Hiccup!\p
Hahaha, that was my FAKE TEARS!\p
Come on, will you please be\n
my POKéMON master?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode10,82B910E,"Yippee!\n
I'll buy you a boat for that!\p
Of course I'm lying again!\n
But… Thank you, master!\p
You know how there's Level 50 and\n
Open Level at the BATTLE TOWER?\p
I'm having trouble deciding which\n
level I should challenge…\p
Can you decide for me, master?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks10,82B9204,"Okay, so {STR_VAR_1} is better!\n
I'll go to the other level, then!\p
Just kidding!\n
I'll obey your teaching, master!\p
Thanks, master!\n
I hope you'll keep teaching me!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach11,82B929C,"A-H-O-Y!\n
And that spells ahoy, and it means hi!\p
I'm {STR_VAR_1}, the rappin' SAILOR\n
am I!\p
Your turn now, tell me a little about\n
yourself, give it a try!\p
Uh-huh, uh-huh!\n
{PLAYER}{KUN}'s your name,\l
and POKéMON's your game!\p
And you're at a delicate age\n
when all the world's your stage!\p
Anyway, I just want to say,\n
that you're the tenth TRAINER\l
I've spoken to today.\p
Let's make that a celebration!\n
Become my mentor for commemoration!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching11,82B9438,"But!\n
You have to work with me!\p
Don't be such a tease!\n
Become my mentor, please!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode11,82B9488,"That's it!\n
{PLAYER}, you've got the spirit!\p
So here's my first question\n
that begs your suggestion!\p
It's about the BATTLE TOWER,\n
and it hinges on my power!\p
Level 50 and Open Level there be,\n
which is the one that's good for me?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks11,82B9564,"Okay, {STR_VAR_1} it is, you say!\n
I'll go and take it on my way!\p
If it's advice I ever need,\n
{PLAYER}, your word I'll always heed!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach12,82B95D8,"Say, hey, aren't you {PLAYER}?\n
What should I do? Talk to you?\l
Why not? I'm already talking to you!\p
{PLAYER}, are you surprised at me?\n
I'd better tell you who I happen to be!\p
{STR_VAR_1} is what you can call me.\n
The brightest star in guitardom,\l
that's me!\p
Are you receiving me?\n
You are receiving me!\p
My luck's at its best,\n
I'll hit you with a request!\p
{PLAYER}, let me be your underling!\n
I want you to teach me everything!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching12,82B9763,"You're turning me down, then?\n
I'll just have to ask you again!\p
{PLAYER}, I beg to be your underling!\n
I need you to teach me everything!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode12,82B97E5,"Lucky, yeah, woohoo!\n
Should I pop a question to you?\p
Since we're near the BATTLE TOWER,\n
how about a question about its power?\p
Of the choices you see,\n
which is the right one for me?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks12,82B989A,"If {STR_VAR_1} is what you suggest,\n
it must be the very best!\p
Well, {PLAYER}, I have to roam free,\n
but don't you forget about me.\p
See you again, my smart friend!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach13,82B992D,"Oh, hi! You there!\n
Can I get you to massage my shoulder?\p
…Yes, there! That's it!\n
Ouch, ouch! Oooh, that feels great!\p
My name's {STR_VAR_1}.\n
I take karate training, but my body's\l
not built to take the abuse…\p
I decided I'll battle POKéMON and\n
toughen myself up.\p
You're {PLAYER}{KUN}, aren't you?\n
The POKéMON LEAGUE CHAMP?\p
Listen, can I get you to give me\n
advice?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching13,82B9A84,"Oh, why?\p
I won't be a big bother, I promise!\n
Please?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode13,82B9AB9,"Thank you. Mighty good of you!\n
…Cough! Cough!\p
Oogh, I have to toughen up quick…\p
I'll be heading off to the BATTLE TOWER\n
right away, but what would be better\l
for me? Level 50 or Open Level?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks13,82B9B76,"Hm, all right. That's {STR_VAR_1}.\n
I'll go there right away.\p
I hope I can keep hitting you up for\n
help--after all, you're my mentor!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach14,82B9BF2,"Er… Um…\n
{PLAYER}{KUN}…?\p
Please, don't look at me that way.\n
You're making me all self-conscious.\p
I… I'm {STR_VAR_1}.\p
I'm really embarrassed to say this,\n
but I explore ancient ruins and such.\p
I'm even more embarrassed to admit\n
I'm interested in the BATTLE FRONTIER.\p
{PLAYER}{KUN}, you have a reputation as\n
a tough TRAINER…\p
It's hard for me to say this,\n
but I want to ask something.\p
Could you become my teacher and\n
give me advice?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching14,82B9D83,"Please don't brush me off like this!\n
I can't live with the humiliation.\p
Please become my teacher!\n
I need your advice!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode14,82B9DF9,"Th-thank you…\p
But please don't look at me like that.\n
It makes me all flustered.\p
Please, answer me without looking\n
at my eyes.\p
At the BATTLE TOWER…\n
Which level should I attempt?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks14,82B9EAA,"Oh… Okay!\n
I'll try my hand at that.\p
I hope I can make a valiant challenge\n
without getting all flustered…\p
Thank you, {PLAYER}{KUN}.\n
If we meet again, I hope you will be\l
as helpful.$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticePleaseTeach15,82B9F55,"Hm? You appear to be {PLAYER}{KUN}…\n
But are you really real?\p
You may call me {STR_VAR_1}.\p
I have been toying with the idea of\n
apprenticing under a strong TRAINER.\p
So, I must say I'm lucky you came along!\n
…You really are {PLAYER}{KUN}, yes?\p
No, no, if you are real, it's fine.\n
I merely want you to recognize me\l
as your apprentice.$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeRejectTeaching15,82BA084,"Oh?\n
But what would compel you to refuse?\p
I apologize for being skeptical about\n
your identity.\p
Please accept my apology and\n
accept me as your apprentice.$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhichLevelMode15,82BA11D,"You really are accepting me?\n
I don't wish to celebrate prematurely.\p
If it is true, I apologize.\n
But now, I need your advice.\p
If I were to enter the BATTLE TOWER,\n
what would be worthy of me?\l
Level 50 or Open Level?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeLevelModeThanks15,82BA1F3,"{STR_VAR_1}?\n
Are you certain?\p
I see. If that's the case, that's fine.\n
I thank you for your time.\p
I realize I can annoy, but it delights\n
me that you have accepted me.\p
Let us meet again!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeWhatHeldItem0,82BA2A3,"Sigh… Sob…\n
Oh, {PLAYER}!\p
I'm all tangled up in a dilemma\n
that I can't decide.\p
I can't decide what I should make\n
my {STR_VAR_1} hold.\p
Please tell me, {PLAYER}.\n
What item should I make it hold?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeHoldNothing0,82BA34E,"Oh, really? I shouldn't make\n
my {STR_VAR_1} hold anything?$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeThanksNoHeldItem0,82BA380,"Oh, okay! I'm delighted it's settled!\n
Awesome! Wicked! Awoooh!\p
Thank you so much!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
gText_ApprenticeThanksHeldItem0,82BA3D2,"Oh, I'm so glad…\n
I think I have that {STR_VAR_1}, too.\p
I'm delighted it's settled!\n
Awesome! Wicked! Awoooh!\p
Thank you so much!$
",data\text\apprentice.inc,inc_file,False,,,check if Apprentices are male/female
